timestamp,endpoint_id,latency_ms
1760610423.425014,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,597.1651077270508
1760610425.715734,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,592.595100402832
1760610429.566658,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,612.7099990844727
1760610447.1194391,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,604.9952507019043
1760610798.2898319,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,2365.177869796753
1760611018.242358,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1138.8230323791504
1760611031.336328,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,722.4721908569336
1760611064.105193,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,690.85693359375
1760611069.477024,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,615.5619621276855
1760611074.281924,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,606.3392162322998
1760611079.111438,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,603.4300327301025
1760611183.301478,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,782.5977802276611
1760611206.023194,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,619.8041439056396
1760611219.142497,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,660.2952480316162
1760611245.422921,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,658.5342884063721
1760611258.85919,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,623.0378150939941
1760611285.621152,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,655.3153991699219
1760611286.54266,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,906.2638282775879
1760611287.1808882,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,625.349760055542
1760611329.452105,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,618.6270713806152
1760611375.922225,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,631.4671039581299
1760611529.2181492,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1138.612985610962
1760611544.426805,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,671.400785446167
1760611552.422077,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,630.7928562164307
1760625909.19089,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,2112.0572090148926
1760626718.648194,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1935.0450038909912
1760626777.0854568,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,652.4829864501953
1760626808.562808,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,738.5988235473633
1760627380.885718,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,2272.5987434387207
1760627821.566748,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1948.1620788574219
1760628023.358678,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1192.4901008605957
1760628784.6744,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1918.107271194458
1760628825.39375,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,698.7061500549316
1760628970.0318668,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1192.9199695587158
1760628994.5615191,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,605.7848930358887
1760629044.630952,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,733.5741519927979
1760629213.401195,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1204.3840885162354
1760629261.6171992,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1195.6851482391357
1760629480.913435,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1081.3169479370117
1760629481.878112,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,948.8871097564697
1760629482.525702,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,635.7717514038086
1760629582.025153,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,631.9186687469482
1760629583.298809,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1256.4458847045898
1760629583.906729,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,595.1337814331055
1760664250.959082,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,2878.265142440796
1760664590.4155798,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,2805.4370880126953
1760664591.951535,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1513.8330459594727
1760664592.656485,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,691.4989948272705
1760664806.997087,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1358.569860458374
1760664807.9329531,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,917.6666736602783
1760664808.625524,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,680.3410053253174
1760664839.452769,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,637.0069980621338
1760664840.639113,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1171.1151599884033
1760664841.2413802,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,593.4951305389404
1760665091.149601,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1061.1598491668701
1760665092.686848,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1518.5210704803467
1760665093.2960582,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,593.5559272766113
1760665237.286538,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1080.2879333496094
1760665238.394578,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1092.4839973449707
1760665239.016629,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,605.5910587310791
1760665280.3780649,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1174.036979675293
1760665712.0028522,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,3092.4317836761475
1760666458.6194088,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,2552.6740550994873
1760666573.817406,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1169.2359447479248
1760666880.517931,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1619.8351383209229
1760666910.7208042,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1373.1420040130615
1760666967.6561852,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1241.7469024658203
1760666999.326275,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,868.4861660003662
1760667058.694226,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,719.8221683502197
1760667059.782348,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1071.5429782867432
1760667060.431264,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,634.443998336792
1760667370.6632671,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1648.9732265472412
1760667371.86048,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1177.738904953003
1760667372.6575081,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,781.606912612915
1760667460.211244,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,881.6728591918945
1760667705.770265,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,620.6767559051514
1760667706.887191,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1095.221996307373
1760667707.615103,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,714.1268253326416
1760667718.368054,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,789.2680168151855
1760667719.478749,2abfa9d69fe43f945757e0c54ba05018cc442093347c2e07d27b0434793c9837,1092.9830074310303
1760667720.0948758,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,604.9520969390869
