timestamp,endpoint_id,latency_ms
1760610326.514754,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1053.5547733306885
1760610364.799038,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,1068.8581466674805
1760610374.650746,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,639.1897201538086
1760610381.0981278,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,706.3770294189453
1760610383.895989,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,622.2710609436035
1760610387.036373,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,661.0002517700195
1760610389.400492,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,597.3901748657227
1760610391.9198048,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,599.3781089782715
1760610394.347855,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,591.5400981903076
1760610396.664188,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,591.3517475128174
1760610399.014889,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,634.9022388458252
1760610401.475907,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,686.4070892333984
1760610403.605026,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,585.6552124023438
1760610405.779328,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,595.9460735321045
1760610408.0443141,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,599.9250411987305
1760610410.203572,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,583.6169719696045
1760610412.27548,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,604.8147678375244
1760610414.6851661,5f80abb5648614fb94115c31dbc8a265526b883035073f075e08f6beea0ea5e1,771.1260318756104
